mode,ts,elapsed_s,waiting,stale,source
OFF,1789150169.6577306,41.19298553466797,16.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150169.90987,41.44512486457825,16.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150170.1597135,41.694968461990356,12.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150170.4106205,41.94587540626526,12.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150170.6611364,42.196391344070435,10.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150170.9125717,42.447826623916626,10.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150171.1639266,42.69918155670166,7.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150171.4141822,42.94943714141846,7.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150171.6636827,43.19893765449524,6.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150171.9141564,43.449411392211914,5.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150172.164435,43.699689865112305,5.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150172.4152977,43.95055270195007,0.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150172.6653333,44.20058822631836,0.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150172.9151883,44.450443267822266,0.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150173.1654987,44.700753688812256,0.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150173.4159381,44.95119309425354,0.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
